gt_action_0,gt_action_1,gt_action_2,pred_action_0,pred_action_1,pred_action_2,phase,motion
0.042188,-0.00052,0.011759,0.041399936,-0.000450579,0.011767124,0.097517237,2.21E-01
0.042059999,-0.000456,0.011813,0.041360507,-0.000458768,0.011817189,0.092981175,2.05E-01
0.041917,-0.000401,0.011837,0.04144553,-0.000466912,0.011882201,0.092981175,1.91E-01
0.041751001,-0.000336,0.011845,0.041304969,-0.000422393,0.011863992,0.097130924,1.77E-01
0.041625999,-0.000303,0.011809,0.041308006,-0.000430654,0.011899597,0.097130924,1.65E-01
0.041437998,-0.000206,0.011826,0.041320186,-0.000335281,0.011925767,0.107930429,1.54E-01
0.04129,-0.000188,0.011827,0.041255902,-0.000374696,0.011908322,0.107930429,1.44E-01
0.041124001,-0.000126,0.011868,0.041489726,-0.000407056,0.011880858,0.119304396,1.35E-01
0.041009001,-0.00016,0.011874,0.041305792,-0.000382247,0.011890149,0.119304396,1.28E-01
0.040918,-0.000214,0.011869,0.041500909,-0.000368357,0.011967115,0.131938905,1.21E-01
0.040791001,-0.000188,0.011915,0.041396341,-0.000413702,0.011930286,0.131938905,1.15E-01
0.040707,-0.000168,0.011961,0.041429353,-0.000385852,0.011894041,0.14325133,1.10E-01
0.040612001,-9.60E-05,0.012026,0.041084426,-0.000281389,0.011950577,0.14325133,1.06E-01
0.040566001,-6.60E-05,0.012041,0.041031118,-0.000337632,0.011897712,0.154710203,1.02E-01
0.040477999,1.00E-05,0.012122,0.04093393,-0.000232146,0.01193498,0.154710203,9.99E-02
0.040389001,6.60E-05,0.012185,0.041014108,-0.000207409,0.011926393,0.177179247,9.81E-02
0.040351,3.80E-05,0.012179,0.041027174,-0.000180955,0.011942528,0.177179247,9.70E-02
0.040247001,7.50E-05,0.012228,0.040837532,-0.000153903,0.011920539,0.205063969,9.63E-02
0.040105,0.000171,0.012328,0.040793151,-0.000164095,0.011994059,0.205063969,9.60E-02
0.039978001,0.000256,0.012395,0.04036686,-3.32E-05,0.012046643,0.234680593,9.60E-02
0.039878,0.000298,0.012443,0.040255731,2.68E-05,0.012148918,0.234680593,9.62E-02
0.039783001,0.00034,0.0125,0.04000166,5.64E-05,0.012229289,0.263908088,9.65E-02
0.039686002,0.000363,0.012555,0.039829435,9.93E-05,0.012291405,0.263908088,9.68E-02
0.039542001,0.000476,0.012659,0.03949262,7.12E-05,0.012448578,0.291234791,9.71E-02
0.039436001,0.000502,0.012715,0.039382652,0.000145397,0.01244729,0.291234791,9.74E-02
0.039303001,0.000544,0.012805,0.039716842,0.000147649,0.01245949,0.316504955,9.76E-02
0.039214,0.00055,0.012855,0.039296354,0.000159365,0.012587776,0.316504955,9.76E-02
0.039142001,0.000531,0.012895,0.039122612,0.000319643,0.012710335,0.338998318,9.74E-02
0.03906,0.000573,0.012938,0.039098011,0.000357435,0.012780646,0.338998318,9.71E-02
0.038989998,0.000596,0.01298,0.039183669,0.000388652,0.012682353,0.358475089,9.66E-02
0.038934,0.00062,0.01304,0.039297623,0.0004229,0.012768613,0.358475089,9.60E-02
0.038897,0.000625,0.013047,0.039421086,0.00044939,0.012830234,0.375089198,9.51E-02
0.038880002,0.000598,0.013044,0.039132662,0.000511857,0.012889347,0.375089198,9.42E-02
0.038821001,0.000652,0.013113,0.038903187,0.000637496,0.013017389,0.388638735,9.33E-02
0.038743999,0.0007,0.013158,0.038877406,0.000606146,0.013044299,0.388638735,9.24E-02
0.038708001,0.00068,0.013171,0.038469214,0.000677595,0.01314622,0.394969672,9.16E-02
0.038612999,0.000732,0.013231,0.038404184,0.000684962,0.013272178,0.394969672,9.10E-02
